id, accNo, accHolderName, fdBondNumber, fdStartDate, fdMaturityDate, depositAmount, interestRate, matured
920,5641820899417548715,Abagail Doak,4175009764740074,2021-07-08,2022-04-01,206022,8,true
921,374622336916456,Malchy MacElholm,3565385392832628,2021-05-24,2021-10-25,307238,6,true
922,4911368956232772,Kaycee Graffin,5233337944915150,2021-06-24,2021-09-27,311840,5,true
923,3580565636517678,Sioux Rulf,349781965158749,2021-08-19,2022-06-02,347699,8,true
924,3587682588395236,Pasquale Mc Coughan,3557601668594621,2021-08-03,2021-07-09,143410,8,true
925,63042022324807439,Stephannie Julyan,3534522266506239,2021-06-12,2022-04-08,344412,6,true
926,3577518458064100,Ivie Spelling,4175003316151427,2021-06-19,2021-05-27,384700,8,true
927,201846668763033,Dorian Pavy,4844305911370695,2021-08-18,2021-06-04,312280,5,true
928,3547556398525340,Hubie Simonelli,5602239920034092,2021-05-29,2022-04-13,253633,7,true
929,3543658785955868,Thornie Pawlik,5100130127725151,2021-08-22,2021-10-05,361857,8,true
930,36426934562021,Maxie Glasscott,3530763855055774,2021-08-05,2021-07-16,212641,6,true
931,3546760970121723,Erinn Thandi,3542784505465839,2021-07-22,2021-06-06,389493,9,true
932,5123410926162068,Nichols Brotherhead,3565698407071697,2021-07-18,2022-03-23,365915,8,true
933,3546010920445545,Ula Mattersey,3583355046083991,2021-05-15,2021-09-04,384165,7,true
934,560223462081840320,Coleman Skull,3571072908764022,2021-06-26,2021-07-21,246108,7,true
935,201763709211171,Aguie Cromie,5602214344204142,2021-08-02,2021-11-24,168876,7,true
936,3544662102121369,Madelaine Evreux,3535360384821258,2021-06-16,2021-05-04,399259,5,true
937,5564709261546660,Sharity Tedahl,30565356395604,2021-07-03,2022-01-05,304004,5,true
938,675971381864999220,Seymour Skerrett,374288509866249,2021-08-16,2022-05-13,290305,6,true
939,3570236943183404,Julianna Rubrow,6706988176640951,2021-07-09,2021-05-27,225916,5,true
940,201509481804547,Jamesy Jakov,5444668022548462,2021-07-05,2021-06-24,253004,5,true
941,374288062215412,Sophie Vurley,3547328934952275,2021-05-05,2021-07-05,293738,8,true
942,3539127333161474,Loleta Reubens,3539326531185299,2021-05-05,2021-12-07,206078,9,true
943,0604100814034722,Jervis Caves,56100484998589904,2021-06-22,2021-05-11,340660,7,true
944,5602249292477779,Daphne Kingdon,3574463932332265,2021-05-20,2021-09-05,236883,8,true
945,3579337746235952,Anny Poznanski,6372852073369713,2021-05-28,2022-05-20,408324,5,true
946,6706031042732338,Candide Pledge,5020043579608889650,2021-07-15,2022-04-20,321979,7,true
947,5602223311609340,Basile Meek,5602216130865579000,2021-07-08,2021-11-07,441697,8,true
948,3544343734914519,Napoleon Cunniffe,3587045894625441,2021-07-14,2021-08-08,454142,7,true
949,3549561706302216,Julienne Moline,5100139811206006,2021-06-14,2021-05-29,241593,5,true
950,374288505516038,Jackson McBryde,3530857337379859,2021-08-20,2021-12-02,341011,6,true
951,5602232667687057,Valentijn Stebbing,201990406485549,2021-05-30,2022-01-13,114898,5,true
952,201792865033533,Doll Degan,4844261424937126,2021-07-02,2021-08-14,358335,5,true
953,5010120529726336,Jay Constantine,374283561558537,2021-05-22,2021-05-10,498827,6,true
954,3582801690079695,Sandy Jellings,6378128399593425,2021-08-26,2021-06-23,230775,5,true
955,3566683920698035,Clark Tibb,3544621616399465,2021-07-29,2021-11-19,244119,7,true
956,6370544388578722,Abbey O' Loughran,3555694108885875,2021-08-09,2021-10-12,463448,7,true
957,5893781803225055,Mahalia Fairbrass,5100171407656906,2021-06-14,2022-04-15,442421,8,true
958,3542875474139072,Constantin Simakov,201739889045878,2021-05-12,2021-08-13,112429,5,true
959,6759477474407533,Felicdad Sommersett,3567414571840240,2021-07-16,2021-11-26,181940,5,true
960,3564633953588597,Christiana Hopkyns,5441860125107212,2021-08-05,2022-03-17,220827,5,true
961,5108752811678982,Niel Braksper,6390839992633046,2021-05-30,2021-06-04,127747,8,true
962,30273049523126,Glad Lammas,67093432406956682,2021-07-03,2021-11-17,150738,7,true
963,3533485560106687,Kris Arling,5100137156368845,2021-06-17,2021-05-28,385086,5,true
965,3564228479264995,Riane Pelchat,501885253477530630,2021-08-09,2022-04-03,238977,7,true
966,3550618647590360,Christie Hasely,4017953310896702,2021-05-27,2022-06-01,272108,8,true
967,3557809338562593,Chaim Sorbie,3577933178496179,2021-06-05,2021-06-03,271129,7,true
968,490336042666190830,Bryna Yendle,3533804057107026,2021-07-06,2021-09-22,399651,5,true
969,201515525984070,Sephira Tompion,4917726771185604,2021-05-29,2021-06-10,154640,6,true
970,30338860413465,Ursula Torry,5101517342004702,2021-07-25,2022-01-06,157947,8,true
971,3589235238354786,Alexi Rhyme,5602259449042939,2021-06-12,2022-05-10,134999,6,true
972,589359417933405636,Otto Terbeck,30042579712940,2021-08-07,2021-11-06,405001,7,true
973,5602214791343583,Kaye Mathes,6759473692811168,2021-05-22,2022-01-24,102164,6,true
974,3544323402884459,Winni Cristoferi,6304419120750676,2021-08-27,2021-05-27,362746,5,true
975,67092105096012849,Constanta Eseler,3533245269091147,2021-07-11,2022-03-17,282270,6,true
976,5610854266531715,Debera Josephov,4508079873081791,2021-05-18,2021-10-15,309702,8,true
977,3545100149661732,Ediva Bovey,342538809680487,2021-05-10,2022-04-08,221524,7,true
978,374283699535126,Althea Cail,374283074008426,2021-05-15,2021-07-11,367863,6,true
979,3541741711716836,Carey Viel,3536026331316655,2021-05-26,2021-07-31,447157,9,true
980,5048375025882761,Kimble Dunseith,3535072325112131,2021-05-05,2021-08-20,230006,5,true
981,3544910698249494,Valery Bernette,5602223426124227,2021-05-01,2022-05-04,455643,7,true
983,6771263920546005266,Hillery Dible,3584661776101419,2021-07-01,2021-07-24,422802,5,true
984,348885917158110,Axe Chawner,3550174263343379,2021-07-13,2021-12-15,267244,5,true
985,5100138911875389,Sloane Hedditeh,56022450030921871,2021-07-25,2021-05-19,316965,6,true
986,3535019871583488,Morly Walkey,30593229572654,2021-05-02,2022-03-23,251125,7,true
987,58930550415542817,Antonino Mation,3538174042465904,2021-06-24,2022-03-07,265898,8,true
988,4905537642404280197,Ajay FitzGeorge,502049109986801626,2021-05-24,2021-07-09,215784,5,true
989,3586753105355473,Matilde Goor,3576706252280763,2021-05-13,2022-04-22,222481,7,true
990,56022505287818565,Brady Considine,3577952574535679,2021-05-05,2021-10-27,209239,6,true
991,5100179357319144,Bernie Spilsburie,30325127712086,2021-05-17,2022-03-05,494088,6,true
992,36787697727006,Oswald Dyball,3583094680786003,2021-07-08,2021-08-05,191174,5,true
993,30069400831482,Nicolea Perkis,3529216605855145,2021-08-07,2021-10-09,204433,6,true
994,3539143328507316,Perice Piercey,3568145523369081,2021-07-05,2021-12-27,447005,5,true
995,4508062835807016,Freddie Friese,3533510314481167,2021-05-16,2021-10-27,195628,5,true
996,4917512964027674,Dannye Struther,5480814037596295,2021-08-05,2022-03-20,177636,7,true
997,060408041451895078,Ryley Ogelsby,6389260103017123,2021-06-19,2021-06-18,276932,5,true
998,3568314531862962,Marianne Brinson,3573200751827632,2021-07-11,2022-05-26,387990,9,true
1000,3565712011989713,Jemmy Bowles,3529318484202470,2021-08-12,2022-02-18,323522,7,true
EOF - File Auto-generated on 2022-06-03
